Info 0    [17:22:54.085] Starting TS Server
Info 2569 [17:48:40.355] getCompletionData: Is inside comment: 0.0036258697509765625
Info 2570 [17:48:40.355] getCompletionData: Get previous token: 0.07214927673339844
Info 2571 [17:48:40.355] getCompletionsAtPosition: isCompletionListBlocker: 0.008891105651855469
Info 2572 [17:48:40.362] getExportInfoMap: cache hit
Info 2573 [17:48:40.362] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 2574 [17:48:40.362] collectAutoImports: response is complete
Info 2575 [17:48:40.362] collectAutoImports: 0.08077335357666016
Info 2576 [17:48:40.362] getCompletionData: Semantic work: 6.450599670410156
Info 2577 [17:48:40.373] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 10.288178443908691
Info 2578 [17:48:40.702] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2579 [17:48:40.710] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 477 structureChanged: false structureIsReused:: Completely Elapsed: 7.967934608459473ms
Info 2580 [17:48:40.710] Different program with same set of files
Info 2581 [17:48:41.531] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2582 [17:48:41.535] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 478 structureChanged: false structureIsReused:: Completely Elapsed: 2.9468069076538086ms
Info 2583 [17:48:41.535] Different program with same set of files
Info 2584 [17:48:41.949] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2585 [17:48:41.956] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 479 structureChanged: false structureIsReused:: Completely Elapsed: 7.280620574951172ms
Info 2586 [17:48:41.957] Different program with same set of files
Info 2587 [17:48:42.339] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2588 [17:48:42.346] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 480 structureChanged: false structureIsReused:: Completely Elapsed: 6.969398498535156ms
Info 2589 [17:48:42.346] Different program with same set of files
Info 2590 [17:48:42.699] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2591 [17:48:42.707] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 481 structureChanged: false structureIsReused:: Completely Elapsed: 7.828803062438965ms
Info 2592 [17:48:42.707] Different program with same set of files
Info 2593 [17:48:42.730] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2594 [17:48:42.733] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 482 structureChanged: false structureIsReused:: Completely Elapsed: 3.282588005065918ms
Info 2595 [17:48:42.733] Different program with same set of files
Info 2596 [17:48:42.933] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2597 [17:48:42.939] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 483 structureChanged: false structureIsReused:: Completely Elapsed: 5.64288330078125ms
Info 2598 [17:48:42.939] Different program with same set of files
Info 2599 [17:48:42.939] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.05007648468017578
Info 2600 [17:48:43.029] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2601 [17:48:43.032] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 484 structureChanged: false structureIsReused:: Completely Elapsed: 3.7467727661132812ms
Info 2602 [17:48:43.033] Different program with same set of files
Info 2603 [17:48:43.567] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2604 [17:48:43.575] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 485 structureChanged: false structureIsReused:: Completely Elapsed: 7.814068794250488ms
Info 2605 [17:48:43.576] Different program with same set of files
Info 2606 [17:48:43.594] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2607 [17:48:43.598] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 486 structureChanged: false structureIsReused:: Completely Elapsed: 3.973560333251953ms
Info 2608 [17:48:43.598] Different program with same set of files
Info 2609 [17:48:44.174] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2610 [17:48:44.183] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 487 structureChanged: false structureIsReused:: Completely Elapsed: 8.910676956176758ms
Info 2611 [17:48:44.183] Different program with same set of files
Info 2612 [17:48:44.206] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2613 [17:48:44.210] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 488 structureChanged: false structureIsReused:: Completely Elapsed: 3.6102638244628906ms
Info 2614 [17:48:44.210] Different program with same set of files
Info 2615 [17:48:44.668] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2616 [17:48:44.676] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 489 structureChanged: false structureIsReused:: Completely Elapsed: 8.088874816894531ms
Info 2617 [17:48:44.676] Different program with same set of files
Info 2618 [17:48:44.699] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2619 [17:48:44.704] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 490 structureChanged: false structureIsReused:: Completely Elapsed: 4.779472351074219ms
Info 2620 [17:48:44.704] Different program with same set of files
Info 2621 [17:48:44.941] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2622 [17:48:44.948] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 491 structureChanged: false structureIsReused:: Completely Elapsed: 6.1037445068359375ms
Info 2623 [17:48:44.948] Different program with same set of files
Info 2624 [17:48:44.949] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.050299644470214844
Info 2625 [17:48:45.985] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2626 [17:48:45.992] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 492 structureChanged: false structureIsReused:: Completely Elapsed: 7.08421516418457ms
Info 2627 [17:48:45.993] Different program with same set of files
Info 2628 [17:48:54.075] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2629 [17:48:54.082] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 493 structureChanged: false structureIsReused:: Completely Elapsed: 6.243372917175293ms
Info 2630 [17:48:54.082] Different program with same set of files
Info 2631 [17:48:54.082] getCompletionData: Get current token: 0.015793800354003906
Info 2632 [17:48:54.082] getCompletionData: Is inside comment: 0.0045490264892578125
Info 2633 [17:48:54.082] getCompletionData: Get previous token: 0.07653141021728516
Info 2634 [17:48:54.082] getCompletionsAtPosition: isCompletionListBlocker: 0.01582622528076172
Info 2635 [17:48:54.086] getExportInfoMap: cache hit
Info 2636 [17:48:54.087] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 2637 [17:48:54.087] collectAutoImports: response is complete
Info 2638 [17:48:54.087] collectAutoImports: 0.07327938079833984
Info 2639 [17:48:54.087] getCompletionData: Semantic work: 4.267264366149902
Info 2640 [17:48:54.096] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 9.161663055419922
Info 2641 [17:48:54.175] getCompletionData: Get current token: 0.006516456604003906
Info 2642 [17:48:54.175] getCompletionData: Is inside comment: 0.0019884109497070312
Info 2643 [17:48:54.175] getCompletionData: Get previous token: 0.028242111206054688
Info 2644 [17:48:54.176] getCompletionsAtPosition: isCompletionListBlocker: 0.010198593139648438
Info 2645 [17:48:54.178] getExportInfoMap: cache hit
Info 2646 [17:48:54.178] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 2647 [17:48:54.178] collectAutoImports: response is complete
Info 2648 [17:48:54.178] collectAutoImports: 0.09621429443359375
Info 2649 [17:48:54.178] getCompletionData: Semantic work: 2.1248111724853516
Info 2650 [17:48:54.184] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 6.116246223449707
Info 2651 [17:48:54.384] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2652 [17:48:54.386] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 494 structureChanged: false structureIsReused:: Completely Elapsed: 2.478006362915039ms
Info 2653 [17:48:54.386] Different program with same set of files
Info 2654 [17:48:54.565] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2655 [17:48:54.568] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 495 structureChanged: false structureIsReused:: Completely Elapsed: 2.4776906967163086ms
Info 2656 [17:48:54.568] Different program with same set of files
Info 2657 [17:48:54.569] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.02232837677001953
Info 2658 [17:48:55.620] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2659 [17:48:55.628] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 496 structureChanged: false structureIsReused:: Completely Elapsed: 7.403764724731445ms
Info 2660 [17:48:55.628] Different program with same set of files
Info 2661 [17:48:56.284] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2662 [17:48:56.291] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 497 structureChanged: false structureIsReused:: Completely Elapsed: 6.964098930358887ms
Info 2663 [17:48:56.291] Different program with same set of files
Info 2664 [17:48:58.161] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2665 [17:48:58.168] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 498 structureChanged: false structureIsReused:: Completely Elapsed: 6.499632835388184ms
Info 2666 [17:48:58.168] Different program with same set of files
Info 2667 [17:48:58.759] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2668 [17:48:58.766] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 499 structureChanged: false structureIsReused:: Completely Elapsed: 6.733835220336914ms
Info 2669 [17:48:58.766] Different program with same set of files
Info 2670 [17:48:59.897] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2671 [17:48:59.903] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 500 structureChanged: false structureIsReused:: Completely Elapsed: 6.0303497314453125ms
Info 2672 [17:48:59.903] Different program with same set of files
Info 2673 [17:48:59.903] getCompletionData: Get current token: 0.021162986755371094
Info 2674 [17:48:59.904] getCompletionData: Is inside comment: 0.00426483154296875
Info 2675 [17:48:59.904] getCompletionData: Get previous token: 0.062483787536621094
Info 2676 [17:48:59.904] getCompletionsAtPosition: isCompletionListBlocker: 0.24590396881103516
Info 2677 [17:48:59.908] getExportInfoMap: cache hit
Info 2678 [17:48:59.909] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 2679 [17:48:59.909] collectAutoImports: response is complete
Info 2680 [17:48:59.909] collectAutoImports: 0.12003040313720703
Info 2681 [17:48:59.909] getCompletionData: Semantic work: 4.640532493591309
Info 2682 [17:48:59.920] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 10.934228897094727
Info 2683 [17:49:00.258] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2684 [17:49:00.267] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 501 structureChanged: false structureIsReused:: Completely Elapsed: 9.247698783874512ms
Info 2685 [17:49:00.267] Different program with same set of files
Info 2686 [17:49:01.357] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2687 [17:49:01.365] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 502 structureChanged: false structureIsReused:: Completely Elapsed: 7.583459854125977ms
Info 2688 [17:49:01.365] Different program with same set of files
Info 2689 [17:49:05.544] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2690 [17:49:05.552] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 503 structureChanged: false structureIsReused:: Completely Elapsed: 7.156488418579102ms
Info 2691 [17:49:05.552] Different program with same set of files
Info 2692 [17:49:16.258] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2693 [17:49:16.265] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 504 structureChanged: false structureIsReused:: Completely Elapsed: 7.52750301361084ms
Info 2694 [17:49:16.265] Different program with same set of files
Info 2695 [17:49:16.863] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2696 [17:49:16.871] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 505 structureChanged: false structureIsReused:: Completely Elapsed: 7.129715919494629ms
Info 2697 [17:49:16.871] Different program with same set of files
Info 2698 [18:01:43.880] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2699 [18:01:43.886] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 506 structureChanged: false structureIsReused:: Completely Elapsed: 5.545038223266602ms
Info 2700 [18:01:43.886] Different program with same set of files
Info 2701 [18:01:53.634] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2702 [18:01:53.646] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 507 structureChanged: false structureIsReused:: Completely Elapsed: 11.672770500183105ms
Info 2703 [18:01:53.646] Different program with same set of files
Info 2704 [18:01:53.922] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2705 [18:01:53.930] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 508 structureChanged: false structureIsReused:: Completely Elapsed: 8.095918655395508ms
Info 2706 [18:01:53.930] Different program with same set of files
Info 2707 [18:01:54.829] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2708 [18:01:54.836] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 509 structureChanged: false structureIsReused:: Completely Elapsed: 7.122379302978516ms
Info 2709 [18:01:54.836] Different program with same set of files
Info 2710 [18:01:57.268] Format host information updated
Info 2711 [18:01:57.470] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2712 [18:01:57.477] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 510 structureChanged: false structureIsReused:: Completely Elapsed: 6.7552289962768555ms
Info 2713 [18:01:57.478] Different program with same set of files
Info 2714 [18:01:59.557] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2715 [18:01:59.561] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 511 structureChanged: false structureIsReused:: Completely Elapsed: 3.552326202392578ms
Info 2716 [18:01:59.561] Different program with same set of files
Info 2717 [18:01:59.901] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2718 [18:01:59.907] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 512 structureChanged: false structureIsReused:: Completely Elapsed: 5.7794342041015625ms
Info 2719 [18:01:59.907] Different program with same set of files
Info 2720 [18:02:00.238] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2721 [18:02:00.245] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 513 structureChanged: false structureIsReused:: Completely Elapsed: 6.291169166564941ms
Info 2722 [18:02:00.245] Different program with same set of files
Info 2723 [18:02:04.841] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2724 [18:02:04.848] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 514 structureChanged: false structureIsReused:: Completely Elapsed: 6.601320266723633ms
Info 2725 [18:02:04.848] Different program with same set of files
Info 2726 [18:02:04.848] getCompletionData: Get current token: 0.01448822021484375
Info 2727 [18:02:04.848] getCompletionData: Is inside comment: 0.0037794113159179688
Info 2728 [18:02:04.848] getCompletionData: Get previous token: 0.054473876953125
Info 2729 [18:02:04.848] getCompletionsAtPosition: isCompletionListBlocker: 0.004866600036621094
Info 2730 [18:02:04.853] getExportInfoMap: cache hit
Info 2731 [18:02:04.853] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 2732 [18:02:04.853] collectAutoImports: response is complete
Info 2733 [18:02:04.853] collectAutoImports: 0.1011199951171875
Info 2734 [18:02:04.853] getCompletionData: Semantic work: 4.806397438049316
Info 2735 [18:02:04.863] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 10.213163375854492
Info 2736 [18:02:05.230] Format host information updated
Info 2737 [18:02:05.231] getCompletionData: Get current token: 0.03582286834716797
Info 2738 [18:02:05.231] getCompletionData: Is inside comment: 0.011065483093261719
Info 2739 [18:02:05.232] getCompletionData: Get previous token: 0.053498268127441406
Info 2740 [18:02:05.232] getCompletionsAtPosition: isCompletionListBlocker: 0.0046901702880859375
Info 2741 [18:02:05.235] getCompletionData: Semantic work: 3.1767187118530273
Info 2742 [18:02:06.052] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2743 [18:02:06.060] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 515 structureChanged: false structureIsReused:: Completely Elapsed: 7.127357482910156ms
Info 2744 [18:02:06.060] Different program with same set of files
Info 2745 [18:02:06.356] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2746 [18:02:06.364] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 516 structureChanged: false structureIsReused:: Completely Elapsed: 6.858654975891113ms
Info 2747 [18:02:06.364] Different program with same set of files
Info 2748 [18:02:06.365] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.058258056640625
Info 2749 [18:02:06.814] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2750 [18:02:06.820] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 517 structureChanged: false structureIsReused:: Completely Elapsed: 6.2047014236450195ms
Info 2751 [18:02:06.820] Different program with same set of files
Info 2752 [18:02:06.821] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.040073394775390625
Info 2753 [18:02:07.892] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2754 [18:02:07.902] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 518 structureChanged: false structureIsReused:: Completely Elapsed: 9.793471336364746ms
Info 2755 [18:02:07.902] Different program with same set of files
Info 2756 [18:02:08.204] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2757 [18:02:08.212] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 519 structureChanged: false structureIsReused:: Completely Elapsed: 7.146396636962891ms
Info 2758 [18:02:08.212] Different program with same set of files
Info 2759 [18:02:08.551] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2760 [18:02:08.553] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 520 structureChanged: false structureIsReused:: Completely Elapsed: 2.0451087951660156ms
Info 2761 [18:02:08.553] Different program with same set of files
Info 2762 [18:02:08.702] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2763 [18:02:08.708] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 521 structureChanged: false structureIsReused:: Completely Elapsed: 5.47354793548584ms
Info 2764 [18:02:08.708] Different program with same set of files
Info 2765 [18:02:08.709] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.1521291732788086
Info 2766 [18:02:08.948] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2767 [18:02:08.955] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 522 structureChanged: false structureIsReused:: Completely Elapsed: 6.909172058105469ms
Info 2768 [18:02:08.955] Different program with same set of files
Info 2769 [18:02:10.335] Format host information updated
Info 2770 [18:02:10.537] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2771 [18:02:10.545] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 523 structureChanged: false structureIsReused:: Completely Elapsed: 6.940311431884766ms
Info 2772 [18:02:10.545] Different program with same set of files
Info 2773 [18:02:11.793] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2774 [18:02:11.800] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 524 structureChanged: false structureIsReused:: Completely Elapsed: 6.2459716796875ms
Info 2775 [18:02:11.800] Different program with same set of files
Info 2776 [18:03:11.188] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2777 [18:03:11.196] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 525 structureChanged: false structureIsReused:: Completely Elapsed: 7.435759544372559ms
Info 2778 [18:03:11.196] Different program with same set of files
Info 2779 [18:03:13.160] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2780 [18:03:13.169] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 526 structureChanged: false structureIsReused:: Completely Elapsed: 8.029908180236816ms
Info 2781 [18:03:13.169] Different program with same set of files
Info 2782 [18:03:13.169] getCompletionData: Get current token: 0.021932601928710938
Info 2783 [18:03:13.169] getCompletionData: Is inside comment: 0.031391143798828125
Info 2784 [18:03:13.169] getCompletionData: Get previous token: 0.041365623474121094
Info 2785 [18:03:13.170] getCompletionsAtPosition: isCompletionListBlocker: 0.016150474548339844
Info 2786 [18:03:13.175] getExportInfoMap: cache hit
Info 2787 [18:03:13.175] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 2788 [18:03:13.175] collectAutoImports: response is complete
Info 2789 [18:03:13.175] collectAutoImports: 0.11095714569091797
Info 2790 [18:03:13.175] getCompletionData: Semantic work: 5.891571044921875
Info 2791 [18:03:13.185] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 9.270112991333008
Info 2792 [18:03:13.195] getCompletionData: Get current token: 0.009670257568359375
Info 2793 [18:03:13.195] getCompletionData: Is inside comment: 0.01758575439453125
Info 2794 [18:03:13.195] getCompletionData: Get previous token: 0.024175643920898438
Info 2795 [18:03:13.195] getCompletionsAtPosition: isCompletionListBlocker: 0.011737823486328125
Info 2796 [18:03:13.197] getExportInfoMap: cache hit
Info 2797 [18:03:13.197] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 2798 [18:03:13.197] collectAutoImports: response is complete
Info 2799 [18:03:13.197] collectAutoImports: 0.08150005340576172
Info 2800 [18:03:13.197] getCompletionData: Semantic work: 1.9771556854248047
Info 2801 [18:03:13.204] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 6.634712219238281
Info 2802 [18:03:13.365] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2803 [18:03:13.370] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 527 structureChanged: false structureIsReused:: Completely Elapsed: 4.408513069152832ms
Info 2804 [18:03:13.370] Different program with same set of files
Info 2805 [18:03:13.370] getCompletionData: Get current token: 0.008236885070800781
Info 2806 [18:03:13.370] getCompletionData: Is inside comment: 0.016649246215820312
Info 2807 [18:03:13.370] getCompletionData: Get previous token: 0.013691902160644531
Info 2808 [18:03:13.370] getCompletionsAtPosition: isCompletionListBlocker: 0.0028696060180664062
Info 2809 [18:03:13.370] getCompletionData: Semantic work: 0.41031837463378906
Info 2810 [18:03:13.370] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.09714603424072266
Info 2811 [18:03:13.983] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2812 [18:03:13.987] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 528 structureChanged: false structureIsReused:: Completely Elapsed: 3.863414764404297ms
Info 2813 [18:03:13.987] Different program with same set of files
Info 2814 [18:03:14.004] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2815 [18:03:14.008] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 529 structureChanged: false structureIsReused:: Completely Elapsed: 3.986642837524414ms
Info 2816 [18:03:14.008] Different program with same set of files
Info 2817 [18:03:16.610] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2818 [18:03:16.620] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 530 structureChanged: false structureIsReused:: Completely Elapsed: 9.459365844726562ms
Info 2819 [18:03:16.620] Different program with same set of files
Info 2820 [18:03:17.103] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2821 [18:03:17.110] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 531 structureChanged: false structureIsReused:: Completely Elapsed: 6.907316207885742ms
Info 2822 [18:03:17.111] Different program with same set of files
Info 2823 [18:03:17.414] Format host information updated
Info 2824 [18:03:17.415] getCompletionData: Get current token: 0.048644065856933594
Info 2825 [18:03:17.415] getCompletionData: Is inside comment: 0.012221336364746094
Info 2826 [18:03:17.415] getCompletionData: Get previous token: 0.04848670959472656
Info 2827 [18:03:17.415] getCompletionsAtPosition: isCompletionListBlocker: 0.004784584045410156
Info 2828 [18:03:17.415] getCompletionData: Semantic work: 0.18452835083007812
Info 2829 [18:03:18.247] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2830 [18:03:18.255] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 532 structureChanged: false structureIsReused:: Completely Elapsed: 7.618290901184082ms
Info 2831 [18:03:18.255] Different program with same set of files
Info 2832 [18:03:18.618] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2833 [18:03:18.625] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 533 structureChanged: false structureIsReused:: Completely Elapsed: 6.517250061035156ms
Info 2834 [18:03:18.625] Different program with same set of files
Info 2835 [18:03:18.647] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2836 [18:03:18.651] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 534 structureChanged: false structureIsReused:: Completely Elapsed: 3.4876317977905273ms
Info 2837 [18:03:18.651] Different program with same set of files
Info 2838 [18:03:19.009] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2839 [18:03:19.016] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 535 structureChanged: false structureIsReused:: Completely Elapsed: 6.644084930419922ms
Info 2840 [18:03:19.016] Different program with same set of files
Info 2841 [18:03:19.323] Format host information updated
Info 2842 [18:03:19.324] getCompletionData: Get current token: 0.04903125762939453
Info 2843 [18:03:19.324] getCompletionData: Is inside comment: 0.010362625122070312
Info 2844 [18:03:19.324] getCompletionData: Get previous token: 0.047020912170410156
Info 2845 [18:03:19.324] getCompletionsAtPosition: isCompletionListBlocker: 0.005200386047363281
Info 2846 [18:03:19.324] getCompletionData: Semantic work: 0.17375469207763672
Info 2847 [18:03:19.872] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2848 [18:03:19.880] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 536 structureChanged: false structureIsReused:: Completely Elapsed: 8.018157005310059ms
Info 2849 [18:03:19.881] Different program with same set of files
Info 2850 [18:03:19.881] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2851 [18:03:19.886] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 537 structureChanged: false structureIsReused:: Completely Elapsed: 4.234816551208496ms
Info 2852 [18:03:19.886] Different program with same set of files
Info 2853 [18:03:20.887] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2854 [18:03:20.890] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 538 structureChanged: false structureIsReused:: Completely Elapsed: 2.659234046936035ms
Info 2855 [18:03:20.890] Different program with same set of files
Info 2856 [18:03:20.902] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2857 [18:03:20.905] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 539 structureChanged: false structureIsReused:: Completely Elapsed: 2.9511537551879883ms
Info 2858 [18:03:20.905] Different program with same set of files
Info 2859 [18:03:21.520] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2860 [18:03:21.529] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 540 structureChanged: false structureIsReused:: Completely Elapsed: 8.719491004943848ms
Info 2861 [18:03:21.529] Different program with same set of files
Info 2862 [18:03:22.642] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2863 [18:03:22.649] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 541 structureChanged: false structureIsReused:: Completely Elapsed: 6.719891548156738ms
Info 2864 [18:03:22.649] Different program with same set of files
